film_id,year,average
26,2008,7.947368421052632
26,2009,7.4
26,2010,9.166666666666666
26,2011,8.916666666666666
26,2012,9.0
26,2013,7.571428571428571
26,2014,8.055555555555555
26,2015,7.333333333333333
26,2016,8.125
26,2017,8.454545454545455
26,2018,7.823529411764706
26,2019,6.818181818181818
26,2020,7.256410256410256
26,2021,7.093023255813954
28,2007,5.671717171717172
28,2008,5.883040935672515
28,2009,5.536231884057971
28,2010,5.5
28,2011,4.0
28,2012,5.727272727272728
28,2013,5.444444444444445
28,2014,4.782608695652174
28,2015,6.260869565217392
28,2016,5.166666666666667
28,2017,5.173913043478261
28,2018,4.327272727272727
28,2019,5.405405405405405
28,2020,5.828571428571428
28,2021,5.211538461538462
28,2022,1.0
29,2021,4.610253857640617
29,2022,3.090909090909091
30,1998,6.333333333333333
30,1999,6.7560975609756095
30,2000,6.604651162790698
30,2001,7.606060606060606
30,2002,6.6
30,2003,7.317073170731708
30,2004,6.702702702702703
30,2005,6.185185185185185
30,2006,6.945945945945946
30,2007,7.526315789473684
30,2008,7.111111111111111
30,2009,6.037037037037037
30,2010,6.777777777777778
30,2011,5.882352941176471
30,2012,7.75
30,2013,6.684210526315789
30,2014,7.041666666666667
30,2015,6.555555555555555
30,2016,7.166666666666667
30,2017,5.8
30,2018,7.2
30,2019,6.485714285714286
30,2020,6.946428571428571
30,2021,6.706896551724138
30,2022,10.0
31,1998,7.066666666666666
31,1999,8.494252873563218
31,2000,7.6
31,2001,7.866666666666666
31,2002,7.880597014925373
31,2003,7.786666666666667
31,2004,7.661971830985915
31,2005,7.947368421052632
31,2006,7.987012987012987
31,2007,8.129032258064516
31,2008,7.896551724137931
31,2009,7.760869565217392
31,2010,8.607142857142858
31,2011,8.166666666666666
31,2012,7.6521739130434785
31,2013,8.245283018867925
31,2014,7.583333333333333
31,2015,7.634146341463414
31,2016,8.272727272727273
31,2017,7.893333333333333
31,2018,8.16470588235294
31,2019,8.08695652173913
31,2020,7.909871244635193
31,2021,7.887417218543046
31,2022,6.666666666666667
32,1998,7.0
32,1999,7.358974358974359
32,2000,6.541666666666667
32,2001,6.8
32,2002,7.55
32,2003,7.045454545454546
32,2004,6.666666666666667
32,2005,6.461538461538462
32,2006,7.6
32,2007,6.368421052631579
32,2008,7.428571428571429
32,2009,6.7727272727272725
32,2010,7.583333333333333
32,2011,7.5
32,2012,7.285714285714286
32,2013,6.833333333333333
32,2014,7.647058823529412
32,2015,6.928571428571429
32,2016,7.25
32,2017,5.375
32,2018,6.741935483870968
32,2019,6.923076923076923
32,2020,7.3
32,2021,7.044117647058823
33,2019,5.337142857142857
33,2020,5.0
33,2021,5.256410256410256
34,2019,5.581331877729258
34,2020,5.313157894736842
34,2021,5.300653594771242
34,2022,6.75
36,2021,5.131336405529954
36,2022,4.705882352941177
37,2021,5.924689440993789
37,2022,5.5
38,2008,8.0
38,2009,6.617647058823529
38,2010,6.416666666666667
38,2011,5.821428571428571
38,2012,7.115384615384615
38,2013,6.166666666666667
38,2014,6.0
38,2015,7.944444444444445
38,2016,7.545454545454546
38,2017,6.9
38,2018,7.043478260869565
38,2019,7.545454545454546
38,2020,7.375
38,2021,7.619047619047619
39,2018,5.362899380066762
39,2019,5.482496194824962
39,2020,5.814814814814815
39,2021,5.70979020979021
39,2022,6.0
40,2013,7.169877408056042
40,2014,7.366071428571429
40,2015,7.132075471698113
40,2016,7.441860465116279
40,2017,7.419354838709677
40,2018,7.357142857142857
40,2019,7.742268041237113
40,2020,7.486842105263157
40,2021,7.63265306122449
40,2022,4.666666666666667
41,1998,8.115384615384615
41,1999,7.7
41,2000,7.811111111111111
41,2001,8.306666666666667
41,2002,8.138461538461538
41,2003,8.18
41,2004,7.982758620689655
41,2005,7.931818181818182
41,2006,8.297872340425531
41,2007,8.518518518518519
41,2008,8.59375
41,2009,8.0
41,2010,8.86111111111111
41,2011,7.925925925925926
41,2012,8.32
41,2013,8.476190476190476
41,2014,8.0
41,2015,7.966666666666667
41,2016,7.153846153846154
41,2017,8.176470588235293
41,2018,8.0
41,2019,8.112903225806452
41,2020,8.162162162162161
41,2021,8.31578947368421
41,2022,9.0
42,2019,6.651452282157677
42,2020,6.608759124087591
42,2021,6.7317073170731705
42,2022,4.0
43,2001,4.8533333333333335
43,2002,4.727941176470588
43,2003,5.625
43,2004,6.714285714285714
43,2005,5.2
43,2006,5.666666666666667
43,2007,7.0
43,2008,5.0
43,2009,5.2727272727272725
43,2010,4.5
43,2011,10.0
43,2012,5.25
43,2013,7.5
43,2014,3.8
43,2015,5.571428571428571
43,2016,6.0
43,2017,3.6
43,2018,4.571428571428571
43,2019,4.9
43,2020,5.916666666666667
43,2021,5.318181818181818
43,2022,8.0
44,1998,3.9
44,1999,5.75
44,2000,4.90625
44,2001,5.25
44,2002,5.410256410256411
44,2003,5.37037037037037
44,2004,5.857142857142857
44,2005,6.85
44,2006,5.315789473684211
44,2007,4.5
44,2008,6.0588235294117645
44,2009,6.12
44,2010,3.642857142857143
44,2011,6.230769230769231
44,2012,7.076923076923077
44,2013,6.470588235294118
44,2014,4.294117647058823
44,2015,5.785714285714286
44,2016,5.818181818181818
44,2017,5.307692307692308
44,2018,5.8431372549019605
44,2019,6.5
44,2020,5.60377358490566
44,2021,6.0344827586206895
45,1998,9.333333333333334
45,1999,8.31578947368421
45,2000,8.75
45,2001,8.285714285714286
45,2002,9.076923076923077
45,2003,8.458333333333334
45,2004,7.681818181818182
45,2005,8.9375
45,2006,8.125
45,2007,7.866666666666666
45,2008,8.071428571428571
45,2009,8.0
45,2010,7.833333333333333
45,2011,7.6
45,2012,8.875
45,2013,8.0
45,2014,7.777777777777778
45,2015,7.928571428571429
45,2016,7.75
45,2017,5.4
45,2018,8.25
45,2019,7.157894736842105
45,2020,8.31578947368421
45,2021,8.033333333333333
45,2022,6.4
46,2009,5.9765625
46,2010,6.144444444444445
46,2011,5.428571428571429
46,2012,6.733333333333333
46,2013,5.0
46,2014,6.222222222222222
46,2015,4.5
46,2016,4.166666666666667
46,2017,6.0
46,2018,6.117647058823529
46,2019,6.166666666666667
46,2020,5.214285714285714
46,2021,5.396551724137931
46,2022,5.0
47,2021,6.60885839051778
47,2022,6.6
48,2021,6.3099547511312215
48,2022,4.333333333333333
49,2020,6.106985525487728
49,2021,6.378181818181818
49,2022,4.2
50,1998,7.119047619047619
50,1999,7.6521739130434785
50,2000,7.403846153846154
50,2001,6.652173913043479
50,2002,7.37037037037037
50,2003,8.0
50,2004,7.285714285714286
50,2005,6.833333333333333
50,2006,6.176470588235294
50,2007,7.222222222222222
50,2008,6.666666666666667
50,2009,7.125
50,2010,8.666666666666666
50,2011,7.444444444444445
50,2012,6.555555555555555
50,2014,6.714285714285714
50,2015,7.714285714285714
50,2016,7.181818181818182
50,2017,7.0
50,2018,5.571428571428571
50,2019,6.789473684210527
50,2020,7.0
50,2021,7.785714285714286
50,2022,6.333333333333333
51,2019,5.962209302325581
51,2020,6.193224592220828
51,2021,6.031872509960159
51,2022,7.4
52,2021,4.150234741784038
52,2022,3.0
53,1998,7.285714285714286
53,1999,6.8
53,2000,5.0
53,2001,6.7727272727272725
53,2002,6.694444444444445
53,2003,7.076923076923077
53,2004,7.0285714285714285
53,2005,6.807017543859649
53,2006,7.266666666666667
53,2007,7.352941176470588
53,2008,6.357142857142857
53,2009,6.75
53,2010,6.666666666666667
53,2011,6.5625
53,2012,7.368421052631579
53,2013,6.764705882352941
53,2014,7.423076923076923
53,2015,6.866666666666666
53,2016,7.071428571428571
53,2017,5.666666666666667
53,2018,6.666666666666667
53,2019,6.35
53,2020,7.162162162162162
53,2021,7.468085106382978
53,2022,9.0
54,1998,7.226415094339623
54,1999,6.4
54,2000,6.25
54,2001,6.125
54,2002,7.09375
54,2003,7.107142857142857
54,2004,7.466666666666667
54,2005,6.722222222222222
54,2006,6.684210526315789
54,2007,6.6
54,2008,6.222222222222222
54,2009,6.666666666666667
54,2010,6.666666666666667
54,2011,6.6
54,2012,5.285714285714286
54,2013,2.5
54,2014,6.571428571428571
54,2015,6.0
54,2016,5.428571428571429
54,2017,6.25
54,2018,7.6
54,2019,6.230769230769231
54,2020,6.6
54,2021,6.833333333333333
55,2009,5.232
55,2010,5.9361702127659575
55,2011,5.238095238095238
55,2012,4.769230769230769
55,2013,4.933333333333334
55,2014,6.214285714285714
55,2015,5.823529411764706
55,2016,4.714285714285714
55,2017,4.642857142857143
55,2018,5.2727272727272725
55,2019,4.806451612903226
55,2020,5.75
55,2021,6.235294117647059
55,2022,9.0
56,1998,8.3125
56,1999,9.16216216216216
56,2000,8.875
56,2001,8.767441860465116
56,2002,9.070422535211268
56,2003,8.591836734693878
56,2004,8.851851851851851
56,2005,9.017241379310343
56,2006,8.109375
56,2007,9.08
56,2008,8.419354838709678
56,2009,9.0
56,2010,9.03448275862069
56,2011,8.5
56,2012,8.891891891891891
56,2013,8.73913043478261
56,2014,8.8
56,2015,8.727272727272727
56,2016,9.038461538461538
56,2017,8.566666666666666
56,2018,8.771929824561404
56,2019,8.555555555555555
56,2020,9.0
56,2021,8.48913043478261
56,2022,8.0
57,2016,8.383838383838384
57,2017,7.913043478260869
57,2018,8.07920792079208
57,2019,8.19672131147541
57,2020,8.17607973421927
57,2021,8.260416666666666
57,2022,9.333333333333334
58,1998,6.4
58,1999,6.578947368421052
58,2000,8.166666666666666
58,2001,8.4
58,2002,7.590909090909091
58,2003,8.4
58,2004,8.31578947368421
58,2005,8.28
58,2006,8.0
58,2007,8.8125
58,2008,6.25
58,2009,7.071428571428571
58,2010,7.928571428571429
58,2011,7.285714285714286
58,2012,6.625
58,2013,7.833333333333333
58,2014,7.909090909090909
58,2015,7.785714285714286
58,2016,7.857142857142857
58,2017,7.083333333333333
58,2018,7.428571428571429
58,2019,7.875
58,2020,8.206896551724139
58,2021,7.177777777777778
58,2022,10.0
59,2015,8.0
59,2016,5.373469387755102
59,2017,5.405063291139241
59,2018,5.177777777777778
59,2019,5.870748299319728
59,2020,6.196428571428571
59,2021,5.607142857142857
59,2022,4.666666666666667
60,2021,5.30316742081448
60,2022,5.2
61,1998,8.625
61,1999,8.966101694915254
61,2000,8.135135135135135
61,2001,8.698412698412698
61,2002,8.741935483870968
61,2003,8.42
61,2004,9.289473684210526
61,2005,8.369565217391305
61,2006,8.517857142857142
61,2007,8.636363636363637
61,2008,9.113636363636363
61,2009,9.0
61,2010,7.916666666666667
61,2011,8.413793103448276
61,2012,8.333333333333334
61,2013,9.235294117647058
61,2014,8.347826086956522
61,2015,8.53191489361702
61,2016,8.777777777777779
61,2017,8.951219512195122
61,2018,9.169230769230769
61,2019,8.882352941176471
61,2020,8.778350515463918
61,2021,8.807407407407407
61,2022,7.4
62,1999,7.849740932642487
62,2000,8.056497175141242
62,2001,7.627450980392157
62,2002,7.446808510638298
62,2003,7.970588235294118
62,2004,7.633333333333334
62,2005,7.236842105263157
62,2006,7.428571428571429
62,2007,7.0
62,2008,7.578947368421052
62,2009,7.761904761904762
62,2010,8.545454545454545
62,2011,8.2
62,2012,7.071428571428571
62,2013,8.8
62,2014,7.090909090909091
62,2015,7.333333333333333
62,2016,7.785714285714286
62,2017,6.6
62,2018,7.166666666666667
62,2019,7.857142857142857
62,2020,7.56
62,2021,8.166666666666666
63,2012,6.469483568075117
63,2013,6.458333333333333
63,2014,6.777777777777778
63,2015,7.071428571428571
63,2016,6.2
63,2017,6.208333333333333
63,2018,6.521739130434782
63,2019,6.294117647058823
63,2020,6.743902439024391
63,2021,6.6891891891891895
63,2022,7.666666666666667
64,1998,8.0
64,1999,8.0
64,2000,6.615384615384615
64,2001,8.857142857142858
64,2002,6.923076923076923
64,2003,6.727272727272728
64,2004,8.571428571428571
64,2005,6.95
64,2006,7.851851851851852
64,2007,6.25
64,2008,8.0
64,2009,7.625
64,2010,8.666666666666666
64,2011,6.333333333333333
64,2012,8.0
64,2013,6.625
64,2014,7.0
64,2015,7.857142857142857
64,2016,6.6
64,2017,7.857142857142857
64,2018,6.6923076923076925
64,2019,7.55
64,2020,7.76
64,2021,7.84
64,2022,2.0
65,2018,6.413793103448276
65,2019,6.366379310344827
65,2020,6.426426426426427
65,2021,6.337979094076655
65,2022,7.0
66,1998,9.6875
66,1999,8.773584905660377
66,2000,8.826086956521738
66,2001,8.217391304347826
66,2002,9.088235294117649
66,2003,8.790123456790123
66,2004,9.216666666666669
66,2005,9.065573770491802
66,2006,8.910714285714286
66,2007,8.37037037037037
66,2008,8.906976744186046
66,2009,8.733333333333333
66,2010,9.2
66,2011,9.08
66,2012,8.703703703703704
66,2013,8.5
66,2014,8.711538461538462
66,2015,9.236842105263158
66,2016,9.125
66,2017,8.743589743589743
66,2018,8.671641791044776
66,2019,8.818181818181818
66,2020,8.42741935483871
66,2021,8.664473684210526
66,2022,9.333333333333334
67,2011,6.744
67,2012,6.815789473684211
67,2013,7.555555555555555
67,2014,6.5
67,2015,7.5
67,2016,6.0
67,2017,6.0
67,2018,5.8
67,2019,6.666666666666667
67,2020,6.166666666666667
67,2021,6.7560975609756095
67,2022,7.5
68,2017,6.866176470588235
68,2018,6.7215189873417724
68,2019,6.959866220735786
68,2020,6.904522613065327
68,2021,6.920731707317073
68,2022,5.0
69,2019,4.607604282022887
69,2020,4.834975369458128
69,2021,4.673835125448028
69,2022,5.0
70,1998,8.25
70,1999,7.08
70,2000,7.117647058823529
70,2001,6.266666666666667
70,2002,7.096774193548387
70,2003,7.434782608695652
70,2004,6.0
70,2005,6.666666666666667
70,2006,6.684210526315789
70,2007,6.294117647058823
70,2008,5.444444444444445
70,2009,6.857142857142857
70,2010,6.857142857142857
70,2011,6.428571428571429
70,2012,6.5
70,2013,6.3
70,2014,7.444444444444445
70,2015,6.9
70,2016,6.6
70,2017,7.0
70,2018,6.2727272727272725
70,2019,7.133333333333334
70,2020,7.473684210526316
70,2021,6.5
71,1998,6.2
71,1999,6.115384615384615
71,2000,5.970588235294118
71,2001,6.142857142857143
71,2002,6.565217391304348
71,2003,6.545454545454546
71,2004,5.4
71,2005,5.857142857142857
71,2006,6.666666666666667
71,2007,7.636363636363637
71,2008,7.909090909090909
71,2009,6.166666666666667
71,2010,3.6666666666666665
71,2011,5.0
71,2012,7.285714285714286
71,2014,7.285714285714286
71,2015,6.285714285714286
71,2016,7.0
71,2017,5.0
71,2018,6.333333333333333
71,2019,6.5
71,2020,6.1
71,2021,6.818181818181818
71,2022,5.5
72,2019,6.818965517241379
72,2020,6.819338422391858
72,2021,6.573426573426573
72,2022,8.0
73,2021,3.6666666666666665
73,2022,2.0
74,2021,5.013333333333334
74,2022,3.0
75,1998,7.4
75,1999,7.3076923076923075
75,2000,7.75
75,2001,8.375
75,2002,6.9375
75,2003,8.066666666666666
75,2004,8.4
75,2005,7.5
75,2006,7.333333333333333
75,2007,6.0
75,2008,6.25
75,2009,7.0
75,2010,6.4
75,2011,5.4
75,2012,7.75
75,2013,6.25
75,2014,5.5
75,2015,6.4
75,2016,7.6
75,2017,7.0
75,2018,4.5
75,2019,7.153846153846154
75,2020,6.961538461538462
75,2021,7.0
75,2022,10.0
76,2009,4.409282700421941
76,2010,4.518796992481203
76,2011,4.206896551724138
76,2012,4.133333333333334
76,2013,3.3684210526315788
76,2014,4.8
76,2015,4.0
76,2016,6.5
76,2017,4.307692307692308
76,2018,3.8
76,2019,5.0
76,2020,3.966666666666667
76,2021,4.511627906976744
77,2000,7.134615384615385
77,2001,7.25
77,2002,7.074074074074074
77,2003,7.081081081081081
77,2004,6.8
77,2005,6.533333333333333
77,2006,6.090909090909091
77,2007,7.647058823529412
77,2008,6.3
77,2009,6.777777777777778
77,2010,7.25
77,2011,7.142857142857143
77,2012,7.2
77,2013,7.75
77,2014,5.333333333333333
77,2015,7.285714285714286
77,2016,7.2
77,2017,7.733333333333333
77,2018,7.666666666666667
77,2019,7.25
77,2020,6.730769230769231
77,2021,6.631578947368421
78,2012,5.640502354788069
78,2013,5.427536231884058
78,2014,6.186440677966102
78,2015,5.921875
78,2016,5.222222222222222
78,2017,5.103448275862069
78,2018,6.065217391304348
78,2019,5.921052631578948
78,2020,6.037878787878788
78,2021,5.744186046511628
78,2022,4.333333333333333
79,2020,4.831932773109243
79,2021,5.0
79,2022,1.6666666666666667
80,2003,7.365497076023391
80,2004,6.488636363636363
80,2005,6.833333333333333
80,2006,8.064516129032258
80,2007,6.642857142857143
80,2008,7.0
80,2009,6.875
80,2010,6.3
80,2011,8.0
80,2012,7.4
80,2013,5.555555555555555
80,2014,6.222222222222222
80,2015,6.0
80,2016,6.363636363636363
80,2017,6.285714285714286
80,2018,5.866666666666666
80,2019,6.473684210526316
80,2020,6.448275862068965
80,2021,6.6
81,2021,5.396634615384615
81,2022,5.75
82,1998,4.25
82,1999,4.9375
82,2000,5.434782608695652
82,2001,5.8
82,2002,6.333333333333333
82,2003,4.909090909090909
82,2004,6.111111111111111
82,2005,5.0
82,2006,5.142857142857143
82,2007,5.647058823529412
82,2008,4.875
82,2009,3.625
82,2010,3.4
82,2011,5.714285714285714
82,2012,6.0
82,2013,5.0
82,2014,4.9
82,2015,5.9
82,2016,5.2
82,2017,4.571428571428571
82,2018,4.6
82,2019,4.923076923076923
82,2020,4.882352941176471
82,2021,5.833333333333333
83,1998,9.115384615384617
83,1999,9.27450980392157
83,2000,9.176470588235292
83,2001,9.183673469387756
83,2002,9.291666666666666
83,2003,9.384615384615383
83,2004,9.081632653061224
83,2005,9.020833333333334
83,2006,8.98360655737705
83,2007,9.044444444444444
83,2008,9.03225806451613
83,2009,8.903225806451612
83,2010,8.816326530612244
83,2011,8.514285714285714
83,2012,9.151515151515152
83,2013,8.787234042553191
83,2014,8.94915254237288
83,2015,8.942307692307692
83,2016,9.466666666666669
83,2017,9.030303030303031
83,2018,8.894736842105264
83,2019,9.101449275362318
83,2020,9.098360655737704
83,2021,8.904347826086957
83,2022,10.0
84,1998,8.333333333333334
84,1999,8.772727272727273
84,2000,7.153846153846154
84,2001,7.5
84,2002,8.0
84,2003,7.105263157894737
84,2004,7.5
84,2005,7.944444444444445
84,2006,7.764705882352941
84,2007,7.375
84,2008,7.625
84,2009,7.923076923076923
84,2010,7.428571428571429
84,2011,8.0
84,2012,7.0
84,2013,7.0
84,2014,7.5
84,2015,7.111111111111111
84,2016,6.928571428571429
84,2017,7.125
84,2018,6.454545454545454
84,2019,8.166666666666666
84,2020,7.304347826086956
84,2021,7.75
84,2022,6.0
85,2005,6.245398773006135
85,2006,6.340425531914893
85,2007,5.172413793103448
85,2008,6.473684210526316
85,2009,6.722222222222222
85,2010,5.666666666666667
85,2011,7.25
85,2012,6.666666666666667
85,2013,7.0
85,2014,6.875
85,2015,6.142857142857143
85,2016,5.5
85,2017,7.8
85,2018,5.375
85,2019,6.235294117647059
85,2020,6.260869565217392
85,2021,6.033333333333333
85,2022,7.0
86,1998,8.75
86,1999,7.984848484848484
86,2000,7.5
86,2001,7.105263157894737
86,2002,7.543478260869565
86,2003,7.485714285714286
86,2004,7.956521739130435
86,2005,7.2
86,2006,7.588235294117647
86,2007,7.62962962962963
86,2008,8.2
86,2009,8.285714285714286
86,2010,6.846153846153846
86,2011,8.1875
86,2012,7.8
86,2013,8.4375
86,2014,7.961538461538462
86,2015,8.166666666666666
86,2016,7.625
86,2017,8.0
86,2018,7.909090909090909
86,2019,7.680851063829787
86,2020,7.350877192982456
86,2021,7.852941176470588
86,2022,10.0
87,1998,7.8
87,1999,7.647058823529412
87,2000,7.444444444444445
87,2001,7.083333333333333
87,2002,6.454545454545454
87,2003,8.538461538461538
87,2004,7.833333333333333
87,2005,7.0
87,2006,8.0
87,2007,6.8
87,2008,7.181818181818182
87,2009,8.2
87,2010,7.166666666666667
87,2011,7.111111111111111
87,2012,6.333333333333333
87,2013,8.571428571428571
87,2014,7.7
87,2015,7.5
87,2016,7.555555555555555
87,2017,7.3
87,2018,7.642857142857143
87,2019,7.884615384615385
87,2020,7.090909090909091
87,2021,7.9393939393939394
87,2022,7.0
88,2014,8.470588235294118
88,2015,7.909090909090909
88,2016,8.205128205128204
88,2017,7.444444444444445
88,2018,8.395348837209303
88,2019,8.10204081632653
88,2020,8.0
88,2021,8.4
88,2022,10.0
89,2021,4.899159663865547
89,2022,5.0
90,1998,8.545454545454545
90,1999,7.924528301886792
90,2000,7.772727272727272
90,2001,8.419354838709678
90,2002,7.673469387755102
90,2003,7.384615384615385
90,2004,7.439024390243903
90,2005,7.55
90,2006,7.973684210526316
90,2007,7.952380952380952
90,2008,8.304347826086957
90,2009,8.473684210526315
90,2010,8.285714285714286
90,2011,7.875
90,2012,6.133333333333334
90,2013,7.966666666666667
90,2014,8.133333333333333
90,2015,7.4
90,2016,7.117647058823529
90,2017,7.157894736842105
90,2018,7.64
90,2019,7.827586206896552
90,2020,7.918032786885246
90,2021,7.142857142857143
90,2022,9.0
91,2018,5.886524822695035
91,2019,5.636103151862464
91,2020,6.019047619047619
91,2021,5.2727272727272725
91,2022,2.0
92,2004,7.031446540880503
92,2005,7.033684210526316
92,2006,7.21578947368421
92,2007,7.051282051282051
92,2008,7.3125
92,2009,6.944444444444445
92,2010,6.727272727272728
92,2011,7.714285714285714
92,2012,6.909090909090909
92,2013,7.944444444444445
92,2014,6.75
92,2015,7.1923076923076925
92,2016,7.666666666666667
92,2017,7.565217391304348
92,2018,7.62962962962963
92,2019,7.255813953488372
92,2020,7.4186046511627906
92,2021,7.098360655737705
92,2022,1.0
93,2010,5.0
93,2011,6.40855106888361
93,2012,5.963414634146342
93,2013,5.855263157894737
93,2014,6.228571428571429
93,2015,6.441176470588236
93,2016,6.476190476190476
93,2017,6.727272727272728
93,2018,6.457142857142857
93,2019,7.0638297872340425
93,2020,6.029411764705882
93,2021,6.412698412698413
93,2022,5.0
94,1998,8.625
94,1999,7.769230769230769
94,2000,7.363636363636363
94,2001,7.444444444444445
94,2002,8.076923076923077
94,2003,8.142857142857142
94,2004,8.571428571428571
94,2005,5.8
94,2006,6.625
94,2007,7.636363636363637
94,2008,7.142857142857143
94,2009,7.0
94,2010,8.25
94,2011,7.0
94,2012,8.4
94,2013,5.0
94,2014,6.857142857142857
94,2015,5.0
94,2016,8.428571428571429
94,2017,8.0
94,2018,7.0
94,2019,7.1875
94,2020,7.261904761904762
94,2021,7.293103448275862
95,2014,6.888888888888889
95,2015,5.393213572854291
95,2016,5.26
95,2017,5.36697247706422
95,2018,5.259740259740259
95,2019,5.530973451327434
95,2020,5.188679245283019
95,2021,5.264705882352941
95,2022,5.6
96,2021,5.325443786982248
96,2022,6.666666666666667
97,1998,7.5
97,1999,8.1875
97,2000,8.035714285714286
97,2001,8.481481481481481
97,2002,8.407407407407407
97,2003,8.454545454545455
97,2004,8.047619047619047
97,2005,8.173913043478262
97,2006,7.931034482758621
97,2007,7.95
97,2008,8.31578947368421
97,2009,7.894736842105263
97,2010,8.666666666666666
97,2011,8.733333333333333
97,2012,7.666666666666667
97,2013,8.36
97,2014,8.157894736842104
97,2015,8.222222222222221
97,2016,8.75
97,2017,8.473684210526315
97,2018,8.473684210526315
97,2019,8.166666666666666
97,2020,8.482758620689655
97,2021,8.08
98,2020,6.995192307692308
98,2021,6.843881856540085
98,2022,7.666666666666667
99,2000,6.846975088967971
99,2001,6.510204081632653
99,2002,6.594594594594595
99,2003,6.294117647058823
99,2004,6.0
99,2005,6.578947368421052
99,2006,6.461538461538462
99,2007,4.833333333333333
99,2008,3.4
99,2009,5.3
99,2010,6.166666666666667
